,confirm,heal,dead,confirm_add
02.26,1,0,0,1
02.27,1,0,0,0
02.28,1,0,0,0
03.01,2,0,0,1
03.02,2,0,0,0
03.03,2,0,0,0
03.04,2,0,0,0
03.05,3,0,0,1
03.06,8,0,0,5
03.07,13,0,0,5
03.08,19,0,0,6
03.09,25,0,0,6
03.10,30,0,0,5
03.11,34,0,0,4
03.12,52,0,0,18
03.13,77,0,0,25
03.14,98,0,0,21
03.15,121,0,0,23
03.16,200,0,0,79
03.17,234,0,1,34
03.18,291,0,1,57
03.19,514,0,4,223
03.20,647,0,4,133
03.21,970,2,11,323
03.22,1128,2,18,158
03.23,1546,2,25,418
03.24,1891,2,34,345
03.25,2201,2,46,310
03.26,2433,2,57,232
03.27,2915,2,77,482
03.28,3477,6,93,562
03.29,3904,6,117,487
03.30,4256,6,136,352
03.31,4681,127,167,425
04.01,5861,127,203,1180
04.02,7011,127,250,1150
04.03,8165,127,332,1154
04.04,9216,127,365,1051
04.05,10431,127,446,1215
04.06,11298,127,489,867
04.07,12341,127,581,1043
04.08,14152,127,699,1811
04.09,16238,173,823,2086
04.10,18176,173,957,1938
04.11,19943,173,1074,1767
04.12,21042,173,1144,1099
04.13,22625,173,1245,1583
04.14,23955,2979,1361,1330
04.15,25758,14026,1557,1803
04.16,29015,14026,1760,3257
04.17,30891,14026,1952,1876
04.18,34485,14026,2181,3594
04.19,36925,14026,2372,2440
04.20,39144,22130,2484,2219
04.21,40814,22991,2588,1670
04.22,43592,24325,2769,2778
04.23,46348,25318,2934,2756
04.24,50512,26573,3365,4164
04.25,54043,27655,3704,3531
04.26,59479,29160,4062,5436
04.27,63328,30152,4298,3849
04.28,67446,31142,4603,4118
04.29,73235,32544,5083,5789
04.30,80246,34132,5541,7011
05.01,87187,35935,6006,6941
05.02,92630,38039,6434,5443
05.03,96559,40937,6750,3929
05.04,101826,42991,7051,5267
05.05,108620,45815,7367,6794
05.06,116299,48221,7966,7679
05.07,127389,51370,8605,11090
05.08,137309,55350,9307,9920
05.09,147003,59297,10037,9694
05.10,156604,61685,10697,9601
05.11,163510,64957,11207,6906
05.12,170021,67384,11701,6511
05.13,179457,72597,12531,9436
05.14,192081,78424,13276,12624
05.15,206507,79479,14131,14426
05.16,220291,84970,14962,13784
05.17,233511,89672,15662,13220
05.18,244052,94122,16201,10541
05.19,257396,100459,16941,13344
05.20,271885,106794,17983,14489
05.21,291579,116683,18859,19694
05.22,310087,125960,20047,18508
05.23,330890,135430,21048,20803
05.24,347398,142587,22013,16508
05.25,363211,149911,22666,15813
05.26,374898,153833,23473,11687
05.27,391222,158593,24512,16324
05.28,411821,166647,25598,20599
05.29,438238,177604,26754,26417
05.30,465166,189476,27878,26928
05.31,498440,200892,28834,33274
06.01,514849,206555,29314,16409
06.02,526447,211080,29937,11598
06.03,555383,223638,31199,28936
06.04,584016,238617,32548,28633
06.05,614941,254963,34021,30925
06.06,646006,254963,34021,31065
06.07,673587,277149,35930,27581
06.08,691758,283952,36455,18171
06.09,707412,378257,37134,15654
06.10,739503,396737,38406,32091
06.11,772416,413916,39680,32913
06.12,802828,431071,40919,30412
06.13,828810,445123,41828,25982
06.14,850514,459436,42720,21704
06.15,867624,469141,43332,17110
06.16,888271,477709,43959,20647
06.17,923189,490005,45241,34918
06.18,955377,521046,46510,32188
06.19,978142,534580,47748,22765
06.20,1032913,556126,48954,54771
06.21,1032913,576779,49976,0
06.22,1083341,588338,50591,50428
06.23,1106470,601741,51271,23129
06.24,1145906,628326,52645,39436
06.25,1188631,660469,53830,42725
06.26,1228114,679524,54971,39483
06.27,1274974,702399,55961,46860
06.28,1313667,727715,57070,38693
06.29,1344143,746018,57622,30476
06.30,1368195,757811,58314,24052
07.01,1402041,788318,59594,33846
07.02,1448753,817642,60632,46712
07.03,1496858,957692,61884,48105
07.04,1539081,984615,61884,42223
07.05,1577004,1013951,64265,37923
07.06,1603055,1038259,64867,26051
07.07,1623284,1062542,65487,20229
07.08,1668589,1107012,66741,45305
07.09,1713160,1140655,67964,44571
07.10,1755779,1175420,69184,42619
07.11,1800827,1217361,70398,45048
07.12,1839850,1244088,71469,39023
07.13,1864681,1264843,72100,24831
07.14,1884967,1291251,72833,20286
07.15,1926824,1328535,74133,41857
07.16,1966748,1367648,75366,39924
07.17,2012151,1397531,76688,45403
07.18,2046328,1428733,77851,34177
07.19,2074860,1447408,78772,28532
07.20,2098389,1489635,79488,23529
07.21,2118646,1521443,80120,20257
07.22,2159654,1563382,81487,41008
07.23,2227514,1620313,82771,67860
07.24,2287475,1664391,84082,59961
07.25,2287475,1751922,85238,0
07.26,2394513,1785359,86449,107038
07.27,2419091,1812913,87004,24578
07.28,2442375,1848324,87618,23284
07.29,2483191,1885035,88539,40816
07.30,2552265,1930579,90134,69074
07.31,2610102,1964853,91263,57837
08.01,2662485,2008854,92475,52383
08.02,2707877,2046101,93563,45392
08.03,2733677,2062876,94104,25800
08.04,2750318,2098976,94665,16641
08.05,2801921,2157553,95819,51603
08.06,2859073,2190361,97256,57152
08.07,2912212,2250192,98493,53139
08.08,2962442,2281074,99572,50230
08.09,3012412,2321537,100477,49970
08.10,3035422,2356983,101049,23010
08.11,3057470,2390830,101752,22048
08.12,3109630,2450664,103026,52160
08.13,3164785,2506448,104201,55155
08.14,3224876,2529245,105463,60091
08.15,3275520,2587612,106523,50644
08.16,3317096,2622878,107232,41576
08.17,3340197,2661233,107852,23101
08.18,3359570,2699080,108536,19373
08.19,3407354,2751246,109888,47784
08.20,3456652,2801931,111100,49298
08.21,3501975,2844318,112304,45323
08.22,3532330,2879361,113358,30355
